word,shop_num_less_value,total_shop_num,propotion,regional
enjoyed,0,3,0.0,unknown
access,0,3,0.0,unknown
body,0,2,0.0,unknown
commercial,0,2,0.0,unknown
desired,0,2,0.0,unknown
vegi,0,3,0.0,unknown
later,0,2,0.0,unknown
proof,0,2,0.0,unknown
liqueur,0,4,0.0,unknown
doubt,0,2,0.0,unknown
dbl,0,2,0.0,unknown
debbie,0,2,0.0,unknown
start,0,7,0.0,unknown
account,0,2,0.0,unknown
chianti,0,2,0.0,unknown
dusted,0,4,0.0,unknown
slim,0,2,0.0,unknown
panna,0,2,0.0,unknown
united,0,4,0.0,unknown
six,0,6,0.0,unknown
tom,0,2,0.0,unknown
instead,0,2,0.0,unknown
sin,0,2,0.0,unknown
chive,0,2,0.0,unknown
counter,0,3,0.0,unknown
breadcrumbed,0,2,0.0,unknown
allow,0,2,0.0,unknown
fizzy,0,5,0.0,unknown
stewardship,0,2,0.0,unknown
produced,0,2,0.0,unknown
whilst,0,2,0.0,unknown
going,0,2,0.0,unknown
risotto,0,2,0.0,unknown
dhansak,0,2,0.0,unknown
lentil,0,6,0.0,unknown
category,0,4,0.0,unknown
twice,0,2,0.0,unknown
barley,0,3,0.0,unknown
york,0,7,0.0,unknown
nescafe,0,2,0.0,unknown
bouquet,0,2,0.0,unknown
echo,0,4,0.0,unknown
perfectly,0,2,0.0,unknown
shell,0,4,0.0,unknown
sustainably,0,2,0.0,unknown
split,0,4,0.0,unknown
providing,0,6,0.0,unknown
deliveri,0,3,0.0,unknown
able,0,4,0.0,unknown
lipton,0,3,0.0,unknown
visa,0,2,0.0,unknown
pulled,0,3,0.0,unknown
face,0,2,0.0,unknown
normally,0,2,0.0,unknown
atmosphere,0,2,0.0,unknown
knowledge,0,2,0.0,unknown
comfort,0,3,0.0,unknown
moet,0,2,0.0,unknown
winner,0,2,0.0,unknown
jar,0,16,0.0,false
hope,0,6,0.0,unknown
exceptional,0,3,0.0,unknown
lucky,0,2,0.0,unknown
secret,0,4,0.0,unknown
generations,0,3,0.0,unknown
intensity,0,2,0.0,unknown
btl,0,4,0.0,unknown
written,0,2,0.0,unknown
youll,0,2,0.0,unknown
nutritious,0,2,0.0,unknown
cauliflower,0,3,0.0,unknown
kicking,0,3,0.0,unknown
yeung,0,2,0.0,unknown
condiment,0,2,0.0,unknown
taking,0,7,0.0,unknown
toilet,0,2,0.0,unknown
lingering,0,2,0.0,unknown
louisiana,0,2,0.0,unknown
caprese,0,2,0.0,unknown
spain,0,3,0.0,unknown
kukd,0,3,0.0,unknown
tasted,0,4,0.0,unknown
usual,0,4,0.0,unknown
crunchie,0,2,0.0,unknown
moretti,0,2,0.0,unknown
spear,0,2,0.0,unknown
smith,0,3,0.0,unknown
gum,0,2,0.0,unknown
fired,0,3,0.0,unknown
candy,0,4,0.0,unknown
trebbiano,0,2,0.0,unknown
because,0,2,0.0,unknown
peter,0,2,0.0,unknown
lean,0,2,0.0,unknown
shavings,0,2,0.0,unknown
cranberry,0,2,0.0,unknown
endanger,0,3,0.0,unknown
additional,0,3,0.0,unknown
appl,0,2,0.0,unknown
whether,0,3,0.0,unknown
wish,0,2,0.0,unknown
empty,0,3,0.0,unknown
dressed,0,15,0.0,unknown
nelson,0,2,0.0,unknown
draught,0,2,0.0,unknown
class,0,3,0.0,unknown
vega,0,2,0.0,unknown
bloomfield,0,2,0.0,unknown
rezala,0,2,0.0,unknown
craft,0,2,0.0,unknown
