word,coordinations
contactless payments,"53.79648,-1.54785 53.48095,-2.23743 "
all pies,"52.6386,-1.13169 54.66411,-2.75257 "
but you,"51.51279,-0.09184 50.15201,-5.06654 "
information on,"54.90465,-1.38222 54.97328,-1.61396 "
breads salad,"52.9536,-1.15047 54.77560,-1.58374 54.97328,-1.61396 "
donner supreme,"54.77560,-1.58374 "
strongbow,"52.9536,-1.15047 54.89228,-2.93206 51.62125,-3.94490 50.15201,-5.06654 "
top restaurants,"50.83333,0.13333 "
scone double,"55.86515,-4.25763 "
papus fish,"52.9536,-1.15047 "
offer kebab,"54.97328,-1.61396 "
gold box,"55.07216,-3.60218 "
chipped potatoes,"54.90465,-1.38222 "
be sponsoring,"53.79648,-1.54785 "
chinese cabbage,"50.71936,-3.53271 "
technique that,"51.51279,-0.09184 "
colombe france,"53.79648,-1.54785 "
or enjoyed,"54.58333,-5.93333 "
bacon pizza,"57.14369,-2.09814 54.89228,-2.93206 52.63220,1.28925 "
original cider,"53.79648,-1.54785 "
ml can,"53.38297,-1.4659 52.40656,-1.51217 54.77560,-1.58374 54.97328,-1.61396 56.46913,-2.97489 54.58333,-5.93333 "
pleasure ordering,"54.90465,-1.38222 "
and look,"52.40656,-1.51217 "
breaded crab,"52.20765,0.13200 "
sometimes called,"54.89228,-2.93206 "
trade under,"53.79391,-1.75206 "
wonford street,"50.71936,-3.53271 "
short,"53.79391,-1.75206 "
extra chewing,"55.95206,-3.19648 "
spit and,"52.9536,-1.15047 52.63220,1.28925 "
in preparation,"52.9536,-1.15047 52.9536,-1.15047 "
toppings supper,"55.86515,-4.25763 "
chops with,"54.77560,-1.58374 54.97328,-1.61396 52.48142,-1.89983 53.41058,-2.97794 "
lb peppered,"54.58333,-5.93333 "
tropicana fish,"53.41058,-2.97794 "
any four,"52.9536,-1.15047 55.86515,-4.25763 "
marine life,"51.51279,-0.09184 "
any kebabs,"52.9536,-1.15047 "
black liquorice,"53.79648,-1.54785 "
wraps with,"52.40656,-1.51217 54.97328,-1.61396 "
get one,"56.46913,-2.97489 "
base with,"52.6386,-1.13169 52.40656,-1.51217 54.77560,-1.58374 55.95206,-3.19648 55.86515,-4.25763 55.45862,-4.62849 "
picpoul de,"52.9536,-1.15047 52.9536,-1.15047 "
special sauces,"55.45862,-4.62849 "
pepperoni bacon,"54.58333,-5.93333 "
two about,"53.79648,-1.54785 "
makes hartley,"53.79648,-1.54785 "
the moment,"54.89228,-2.93206 "
with plain,"52.6386,-1.13169 "
punto viognier,"51.51279,-0.09184 "
serving the,"51.48,-3.18 "
all korma,"55.45862,-4.62849 "
blog at,"54.57309,-1.23258 "
right outside,"53.79648,-1.54785 "
we didnt,"53.7446,-0.33525 "
creatures and,"51.51279,-0.09184 "
in desserts,"54.89228,-2.93206 "
chill garlik,"54.97328,-1.61396 "
school curries,"53.79648,-1.54785 "
your post,"54.89228,-2.93206 "
how to,"53.79648,-1.54785 54.58333,-5.93333 "
man thin,"53.79648,-1.54785 "
hake chips,"51.48,-3.18 51.48,-3.18 "
maybe on,"51.51279,-0.09184 "
set meals,"52.6386,-1.13169 57.14369,-2.09814 56.46913,-2.97489 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 51.48,-3.18 55.95206,-3.19648 55.45862,-4.62849 50.15201,-5.06654 "
prepared on,"52.6386,-1.13169 "
mastercard,"53.79391,-1.75206 "
appetisers,"53.79391,-1.75206 53.41058,-2.97794 50.71936,-3.53271 55.86515,-4.25763 55.86515,-4.25763 52.20765,0.13200 "
chicken ho,"52.20765,0.13200 "
ms g,"56.46913,-2.97489 "
fishcakes made,"51.51279,-0.09184 "
invite you,"53.7446,-0.33525 "
british fish,"51.51279,-0.09184 51.51279,-0.09184 "
any of,"51.51279,-0.09184 53.79648,-1.54785 50.15201,-5.06654 54.58333,-5.93333 54.58333,-5.93333 "
alcohol,"51.51279,-0.09184 52.9536,-1.15047 54.89228,-2.93206 55.95206,-3.19648 50.15201,-5.06654 "
we do,"53.7446,-0.33525 54.57309,-1.23258 53.79648,-1.54785 55.95206,-3.19648 50.15201,-5.06654 "
half cod,"50.15201,-5.06654 "
aromatic after,"51.51279,-0.09184 "
kids smoked,"55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 "
or seafood,"57.14369,-2.09814 "
milkshake milkybar,"53.79648,-1.54785 "
good ladleful,"54.58333,-5.93333 "
look after,"53.7446,-0.33525 50.15201,-5.06654 "
bottles l,"53.00415,-2.18538 "
dinner regular,"53.41058,-2.97794 "
friday,"51.51279,-0.09184 53.7446,-0.33525 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 53.38297,-1.4659 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 51.45523,-2.59665 54.89228,-2.93206 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 50.71936,-3.53271 51.62125,-3.94490 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 52.20765,0.13200 50.83333,0.13333 52.05834,1.15472 "
you helen,"50.15201,-5.06654 "
patia vegetables,"55.45862,-4.62849 "
offers cannot,"52.9536,-1.15047 "
and surrounding,"51.48,-3.18 51.48,-3.18 "
in alfreton,"52.9536,-1.15047 "
special black,"57.14369,-2.09814 53.41058,-2.97794 "
for all,"54.77560,-1.58374 54.97328,-1.61396 53.48095,-2.23743 "
maureen s,"53.7446,-0.33525 "
beef large,"52.40656,-1.51217 53.41058,-2.97794 "
still water,"55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.86515,-4.25763 54.58333,-5.93333 "
garlic oil,"55.95206,-3.19648 "
simply cod,"53.00415,-2.18538 "
to saturday,"55.45862,-4.62849 "
sourced by,"53.79648,-1.54785 "
jerk chicken,"53.79648,-1.54785 53.48095,-2.23743 "
lunch box,"51.51279,-0.09184 52.20765,0.13200 "
find mouth,"51.51279,-0.09184 "
glamorgan sausage,"51.48,-3.18 "
dish x,"53.00415,-2.18538 "
e funghi,"55.95206,-3.19648 55.07216,-3.60218 "
onion tomatoes,"52.6386,-1.13169 51.45523,-2.59665 "
dish a,"55.95206,-3.19648 "
store,"56.46913,-2.97489 56.46913,-2.97489 "
baguettes,"53.79648,-1.54785 52.48142,-1.89983 55.07216,-3.60218 55.86515,-4.25763 54.58333,-5.93333 "
fried breaded,"51.51279,-0.09184 "
siu mai,"53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 "
with every,"53.79648,-1.54785 55.95206,-3.19648 "
gennaro special,"55.86515,-4.25763 "
mayonnaise baked,"55.95206,-3.19648 "
balti chicken,"52.40656,-1.51217 56.46913,-2.97489 55.45862,-4.62849 "
 savouries,"51.48,-3.18 "
leek pie,"52.9536,-1.15047 52.9536,-1.15047 "
napoli veg,"54.58333,-5.93333 "
left shows,"53.79391,-1.75206 "
hot chargrilled,"54.77560,-1.58374 54.97328,-1.61396 "
menus by,"55.95206,-3.19648 "
toffee pudding,"51.51279,-0.09184 52.9536,-1.15047 52.9536,-1.15047 54.97328,-1.61396 56.46913,-2.97489 55.95206,-3.19648 "
to seasonal,"51.48,-3.18 "
are made,"53.79648,-1.54785 55.45862,-4.62849 54.58333,-5.93333 52.63220,1.28925 52.63220,1.28925 "
smoky nose,"55.95206,-3.19648 "
sausage burger,"53.38297,-1.4659 54.77560,-1.58374 "
sponge smothered,"52.9536,-1.15047 54.97328,-1.61396 "
dough ice,"57.14369,-2.09814 55.07216,-3.60218 55.86515,-4.25763 "
choose toppings,"52.40656,-1.51217 55.86515,-4.25763 "
even squid,"53.79648,-1.54785 "
all prices,"53.79391,-1.75206 51.48,-3.18 "
olives v,"55.95206,-3.19648 "
americano coffee,"51.51279,-0.09184 52.9536,-1.15047 52.9536,-1.15047 "
adventure and,"52.40656,-1.51217 "
tray with,"54.57309,-1.23258 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 "
king burger,"53.38297,-1.4659 53.79648,-1.54785 54.97328,-1.61396 55.07216,-3.60218 "
policies we,"55.95206,-3.19648 "
ex dl,"50.71936,-3.53271 "
of golden,"51.51279,-0.09184 "
as grams,"53.79391,-1.75206 "
we aim,"52.9536,-1.15047 57.47908,-4.22398 54.58333,-5.93333 "
fishwith naan,"52.9536,-1.15047 "
small donner,"52.6386,-1.13169 52.9536,-1.15047 54.57309,-1.23258 53.38297,-1.4659 51.45523,-2.59665 55.95206,-3.19648 55.95206,-3.19648 "
help with,"55.95206,-3.19648 "
the addition,"52.63220,1.28925 "
traditional,"51.51279,-0.09184 53.79391,-1.75206 53.00415,-2.18538 53.48095,-2.23743 55.86515,-4.25763 55.86515,-4.25763 "
is calculated,"54.58333,-5.93333 "
haddock in,"53.79391,-1.75206 55.07216,-3.60218 "
burger sweet,"50.37771,-4.14082 "
oz pepper,"54.58333,-5.93333 "
waffle cone,"55.07216,-3.60218 "
extra p,"54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 52.48142,-1.89983 55.95206,-3.19648 55.95206,-3.19648 "
we stock,"51.45523,-2.59665 "
menu has,"52.40656,-1.51217 "
mark for,"53.79648,-1.54785 "
ample with,"51.51279,-0.09184 "
olives sweetcorn,"52.48142,-1.89983 "
goal to,"53.79391,-1.75206 "
indian greek,"50.83333,0.13333 "
freshly peeled,"55.95206,-3.19648 "
donner sheesh,"52.6386,-1.13169 "
bites a,"54.58333,-5.93333 "
strongly dry,"56.46913,-2.97489 "
nibblets large,"52.48142,-1.89983 "
full breasts,"56.46913,-2.97489 "
chips cans,"52.9536,-1.15047 53.00415,-2.18538 55.07216,-3.60218 "
lunch time,"51.51279,-0.09184 52.9536,-1.15047 53.38297,-1.4659 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.48095,-2.23743 50.37771,-4.14082 55.86515,-4.25763 "
donner small,"53.48095,-2.23743 55.86515,-4.25763 "
sheffield south,"53.38297,-1.4659 "
potassium add,"53.79391,-1.75206 "
piccante tagliatelle,"55.95206,-3.19648 "
on google,"53.48095,-2.23743 "
kebab calzone,"54.97328,-1.61396 56.46913,-2.97489 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.86515,-4.25763 "
butter topped,"54.89228,-2.93206 "
texas burger,"54.58333,-5.93333 "
masala vegetables,"55.45862,-4.62849 "
and facebook,"53.79648,-1.54785 "
sage and,"53.7446,-0.33525 53.7446,-0.33525 "
you just,"53.00415,-2.18538 54.58333,-5.93333 "
box drink,"52.05834,1.15472 "
samosa lamb,"52.40656,-1.51217 "
pink on,"51.51279,-0.09184 "
burger savoury,"54.58333,-5.93333 "
chippylicious special,"53.00415,-2.18538 "
hand prepared,"53.79648,-1.54785 "
new customers,"53.48095,-2.23743 "
spaghetti tonno,"55.07216,-3.60218 "
wine leaves,"52.9536,-1.15047 "
chilli king,"52.6386,-1.13169 "
peas in,"53.7446,-0.33525 54.77560,-1.58374 53.79391,-1.75206 55.95206,-3.19648 "
irish or,"53.48095,-2.23743 "
water ml,"51.51279,-0.09184 52.40656,-1.51217 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 52.48142,-1.89983 54.89228,-2.93206 56.46913,-2.97489 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.37771,-4.14082 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 "
prepared cod,"51.48,-3.18 "
ml caramel,"51.45523,-2.59665 50.71936,-3.53271 "
partha,"55.45862,-4.62849 "
friday daily,"55.07216,-3.60218 "
arancia limone,"55.95206,-3.19648 "
squid curry,"52.20765,0.13200 "
spicy ketchup,"51.62125,-3.94490 "
easy parking,"53.79648,-1.54785 "
meat calzone,"53.79648,-1.54785 55.95206,-3.19648 "
fish merchants,"53.79391,-1.75206 "
reply,"51.51279,-0.09184 "
licking food,"52.9536,-1.15047 "
as warners,"53.79391,-1.75206 "
and collect,"54.58333,-5.93333 "
rings to,"51.45523,-2.59665 "
sweet,"52.6386,-1.13169 56.46913,-2.97489 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 50.71936,-3.53271 55.45862,-4.62849 "
walton l,"53.41058,-2.97794 "
on seasoned,"55.95206,-3.19648 "
sauce peas,"52.48142,-1.89983 "
b for,"53.41058,-2.97794 53.41058,-2.97794 50.71936,-3.53271 "
ridley road,"54.89228,-2.93206 "
in call,"54.58333,-5.93333 "
mayo served,"51.48,-3.18 "
javits specialities,"55.95206,-3.19648 "
singapore egg,"53.41058,-2.97794 "
a third,"50.15201,-5.06654 "
disabled access,"51.51279,-0.09184 "
information then,"54.58333,-5.93333 "
to continuous,"54.58333,-5.93333 "
michele started,"50.15201,-5.06654 "
the deliever,"50.71936,-3.53271 "
inch springs,"53.79391,-1.75206 "
fruit with,"51.48,-3.18 "
fillet covered,"54.97328,-1.61396 55.95206,-3.19648 "
singapore fried,"51.51279,-0.09184 54.89228,-2.93206 53.41058,-2.97794 53.41058,-2.97794 50.71936,-3.53271 52.20765,0.13200 "
try our,"52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 53.38297,-1.4659 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 51.45523,-2.59665 51.45523,-2.59665 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 50.71936,-3.53271 51.62125,-3.94490 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 52.20765,0.13200 "
homemade puds,"53.79391,-1.75206 "
pepper fried,"53.41058,-2.97794 "
dopiaza prawn,"53.79648,-1.54785 "
desserts sauces,"54.89228,-2.93206 "
island dressing,"51.51279,-0.09184 53.38297,-1.4659 "
fillet nuggets,"53.79648,-1.54785 "
cheese portion,"54.57309,-1.23258 55.95206,-3.19648 "
cooked to,"51.51279,-0.09184 52.9536,-1.15047 52.9536,-1.15047 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79391,-1.75206 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 57.47908,-4.22398 55.86515,-4.25763 50.15201,-5.06654 54.58333,-5.93333 54.58333,-5.93333 "
wrap chips,"52.9536,-1.15047 54.97328,-1.61396 55.07216,-3.60218 54.58333,-5.93333 "
designed with,"54.57309,-1.23258 "
nutella with,"55.95206,-3.19648 "
or checks,"53.79391,-1.75206 "
chilli bbq,"54.57309,-1.23258 "
chips takeaway,"52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 50.71936,-3.53271 51.62125,-3.94490 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 54.58333,-5.93333 54.58333,-5.93333 "
hot sandwiches,"54.58333,-5.93333 "
bites goujons,"54.58333,-5.93333 "
super jumbo,"52.48142,-1.89983 53.48095,-2.23743 57.47908,-4.22398 "
with fajita,"55.86515,-4.25763 "
frydays special,"54.97328,-1.61396 "
shrimp fried,"53.41058,-2.97794 50.71936,-3.53271 52.20765,0.13200 "
l an,"53.41058,-2.97794 "
chargrilled pupled,"52.6386,-1.13169 "
watering taste,"55.45862,-4.62849 "
roll cheese,"55.86515,-4.25763 "
own secret,"55.86515,-4.25763 "
mixed shish,"52.6386,-1.13169 52.6386,-1.13169 57.14369,-2.09814 55.95206,-3.19648 50.83333,0.13333 "
queens road,"53.48095,-2.23743 "
fish kebab,"52.6386,-1.13169 "
straw mushrooms,"54.89228,-2.93206 52.20765,0.13200 "
l aq,"53.41058,-2.97794 "
after pm,"54.77560,-1.58374 56.46913,-2.97489 55.95206,-3.19648 55.95206,-3.19648 "
bread sprinkled,"54.89228,-2.93206 "
sweetcorn onions,"52.9536,-1.15047 52.9536,-1.15047 55.95206,-3.19648 55.86515,-4.25763 55.86515,-4.25763 54.58333,-5.93333 "
or haggis,"55.86515,-4.25763 55.86515,-4.25763 "
batter small,"51.48,-3.18 "
keema and,"53.79391,-1.75206 "
family meal,"52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 54.90465,-1.38222 53.79648,-1.54785 54.77560,-1.58374 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 53.48095,-2.23743 54.32822,-2.74565 56.46913,-2.97489 57.47908,-4.22398 55.86515,-4.25763 54.58333,-5.93333 "
come and,"53.7446,-0.33525 53.79648,-1.54785 54.97328,-1.61396 "
never looked,"51.48,-3.18 "
twist bitter,"53.38297,-1.4659 "
a great,"51.51279,-0.09184 52.9536,-1.15047 53.79648,-1.54785 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.00415,-2.18538 53.48095,-2.23743 51.48,-3.18 51.48,-3.18 "
fried together,"53.79648,-1.54785 "
caruso tagliatelle,"55.95206,-3.19648 "
your life,"52.40656,-1.51217 "
may vary,"52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 53.38297,-1.4659 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 51.45523,-2.59665 51.45523,-2.59665 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 50.71936,-3.53271 51.62125,-3.94490 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 54.58333,-5.93333 54.58333,-5.93333 52.20765,0.13200 "
cheeseburger chicken,"57.14369,-2.09814 "
orange lemon,"55.95206,-3.19648 "
onion in,"54.97328,-1.61396 55.07216,-3.60218 50.15201,-5.06654 "
chew chew,"53.79648,-1.54785 52.48142,-1.89983 51.45523,-2.59665 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 55.07216,-3.60218 "
citrus ml,"52.9536,-1.15047 "
inch spenchi,"52.9536,-1.15047 "
of large,"52.9536,-1.15047 54.77560,-1.58374 54.97328,-1.61396 52.48142,-1.89983 55.95206,-3.19648 "
balti special,"53.79391,-1.75206 "
lamb freshly,"51.45523,-2.59665 50.83333,0.13333 "
rings and,"54.32822,-2.74565 54.89228,-2.93206 "
touch via,"53.79391,-1.75206 "
lakes stoke,"53.00415,-2.18538 "
sweetcorn soup,"53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 50.71936,-3.53271 "
m set,"51.45523,-2.59665 "
traditionally in,"51.51279,-0.09184 "
guest beer,"53.79648,-1.54785 "
special beansprouts,"53.41058,-2.97794 "
for gill,"53.79391,-1.75206 "
small lumma,"54.97328,-1.61396 "
and beansprouts,"53.41058,-2.97794 "
club for,"53.79648,-1.54785 "
highly recommend,"50.15201,-5.06654 "
or hikers,"53.79391,-1.75206 "
oreo ice,"53.48095,-2.23743 55.86515,-4.25763 "
tortillla wrap,"53.79648,-1.54785 "
of shish,"54.77560,-1.58374 55.95206,-3.19648 55.95206,-3.19648 "
muffins with,"55.95206,-3.19648 "
xl farmhouse,"52.48142,-1.89983 "
most horrible,"51.51279,-0.09184 "
providing excellent,"53.7446,-0.33525 "
sauces,"52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 54.90465,-1.38222 53.38297,-1.4659 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 51.45523,-2.59665 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 51.62125,-3.94490 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 54.58333,-5.93333 50.83333,0.13333 50.83333,0.13333 52.05834,1.15472 "
in american,"55.95206,-3.19648 "
toppings excluding,"57.14369,-2.09814 55.95206,-3.19648 "
taittinger is,"51.51279,-0.09184 "
fried pizza,"56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.07216,-3.60218 55.07216,-3.60218 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 55.45862,-4.62849 "
cook all,"53.79391,-1.75206 "
to am,"54.58333,-5.93333 "
perignon champagne,"55.95206,-3.19648 "
so much,"53.48095,-2.23743 "
longford cv,"52.40656,-1.51217 "
ve just,"50.15201,-5.06654 "
and anchovies,"52.9536,-1.15047 55.95206,-3.19648 "
seat in,"50.15201,-5.06654 "
grand marnier,"51.48,-3.18 "
wally egg,"51.51279,-0.09184 "
s chips,"50.15201,-5.06654 "
strict inspection,"53.79648,-1.54785 "
herbed soft,"55.95206,-3.19648 "
suppers are,"55.45862,-4.62849 "
famous freshly,"51.48,-3.18 "
forest fruits,"51.51279,-0.09184 "
beaten always,"54.58333,-5.93333 "
tradition for,"53.79391,-1.75206 "
pies are,"52.6386,-1.13169 53.79648,-1.54785 "
please allow,"51.51279,-0.09184 "
by bengisu,"52.6386,-1.13169 "
share this,"53.48095,-2.23743 53.48095,-2.23743 "
long,"53.79391,-1.75206 "
snickers with,"53.79391,-1.75206 "
roasted free,"52.05834,1.15472 "
syrup sauce,"53.41058,-2.97794 "
pizza mama,"52.63220,1.28925 "
prawns crispy,"51.62125,-3.94490 "
crispy beef,"53.41058,-2.97794 53.41058,-2.97794 52.20765,0.13200 "
~ gluten,"53.00415,-2.18538 "
verde merlot,"51.48,-3.18 "
proper fish,"52.9536,-1.15047 52.9536,-1.15047 53.79648,-1.54785 51.45523,-2.59665 "
prime scotch,"55.95206,-3.19648 "
chips quarter,"53.38297,-1.4659 "
blueberries accompanied,"51.51279,-0.09184 "
sausage single,"52.48142,-1.89983 57.14369,-2.09814 56.46913,-2.97489 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 55.45862,-4.62849 "
fish regular,"52.48142,-1.89983 53.41058,-2.97794 "
and much,"53.48095,-2.23743 53.48095,-2.23743 "
an option,"54.97328,-1.61396 "
street parking,"53.79391,-1.75206 "
banana long,"50.15201,-5.06654 "
welcome good,"50.15201,-5.06654 "
sicilliano chicken,"54.97328,-1.61396 "
order at,"53.79648,-1.54785 54.89228,-2.93206 "
mushrooms collaborate,"55.95206,-3.19648 "
milano meat,"54.58333,-5.93333 "
classic chip,"51.48,-3.18 "
chapati buttered,"55.45862,-4.62849 "
garnish lemon,"54.90465,-1.38222 54.97328,-1.61396 "
great batter,"54.58333,-5.93333 "
nick,"51.62125,-3.94490 "
large tender,"53.7446,-0.33525 "
melted mozzarella,"54.97328,-1.61396 "
spirits sambuca,"55.95206,-3.19648 "
you ever,"51.48,-3.18 51.48,-3.18 "
grill single,"55.86515,-4.25763 "
spicy wings,"53.79648,-1.54785 53.00415,-2.18538 56.46913,-2.97489 57.47908,-4.22398 55.86515,-4.25763 55.86515,-4.25763 "
fillet premium,"52.9536,-1.15047 "
tikka special,"54.77560,-1.58374 54.97328,-1.61396 56.46913,-2.97489 "
bhuna lamb,"53.79648,-1.54785 "
flaked almonds,"55.45862,-4.62849 "
juice drink,"54.57309,-1.23258 51.45523,-2.59665 "
of melted,"52.9536,-1.15047 53.38297,-1.4659 "
pcs battered,"52.9536,-1.15047 54.57309,-1.23258 53.79391,-1.75206 "
dettonford rd,"52.48142,-1.89983 "
on them,"54.58333,-5.93333 "
in breadcake,"53.38297,-1.4659 "
sauce red,"50.71936,-3.53271 55.86515,-4.25763 "
strong reputation,"53.79391,-1.75206 "
zodiac or,"53.79391,-1.75206 "
in cash,"51.51279,-0.09184 "
delivery in,"51.48,-3.18 "
